game,top_1_game,top_1_sim,top_2_game,top_2_sim,top_3_game,top_3_sim,top_4_game,top_4_sim,top_5_game,top_5_sim,top_6_game,top_6_sim,top_7_game,top_7_sim,top_8_game,top_8_sim,top_9_game,top_9_sim,top_10_game,top_10_sim
Construction-Simulator 2015,Construction Simulator 2015 Vertical Skyline,0.7998136718038156,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0,realMyst,0.0
Contagion,Sniper Elite Nazi Zombie Army 2,0.3095083357820852,Killing Floor,0.287166867076637,Killing Floor Mod Defence Alliance 2,0.26679410788422475,Saints Row The Third,0.22768062249601548,Penumbra Requiem,0.22716762821418746,Sniper Elite Nazi Zombie Army,0.2258325397840172,Resident Evil Revelations 2 / Biohazard Revelations 2,0.22271188602550662,Left 4 Dead 2,0.21857749588763078,Deadlight,0.21800086254098439,Penumbra Overture,0.2173147380557348
Contraption Maker,Spirits,0.6855234999844901,MirrorMoon EP,0.5613945152731663,Super Splatters,0.4824619446041252,La-Mulana,0.44352558546622844,Stacking,0.39247365680712987,140,0.37447491809923383,Shank 2,0.33411482528368747,SpaceChem,0.32343643560948093,Crazy Machines 2,0.30573436824580125,Costume Quest,0.2812278266628401
Contrast,F.E.A.R. 3,0.15448095501777737,BioShock Infinite,0.1111928223875,The Elder Scrolls V Skyrim,0.06290189384681102,Dead Space,0.056773280035887434,Left 4 Dead 2,0.04899556728503182,Portal 2,0.04135318903007863,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0
"Cook, Serve, Delicious!",Spelunky,0.3413333752890313,Organ Trail Director's Cut,0.33456349753393605,The Binding of Isaac,0.257965425159287,Rogue Legacy,0.25354021874006244,Bastion,0.24376556344537526,Guacamelee! Gold Edition,0.23162073780586223,Super Meat Boy,0.22789251851979206,Cave Story+,0.22738885815315818,VVVVVV,0.22542249601113568,Scribblenauts Unlimited,0.2161300170326356
Copa Petrobras de Marcas,RaceRoom Racing Experience ,0.15329064662781877,theHunter,0.13088443063835986,Spooky's House of Jump Scares,0.12079219512503925,Unturned,0.11921945093659929,WARMODE,0.10655763496494375,Trove,0.10628721586785553,Fishing Planet,0.09993929172175142,UberStrike,0.09761504490736468,Survarium,0.09461708852783882,Robocraft,0.09421893951976373
Cortex Command,Vessel,0.5181191373764656,Revenge of the Titans,0.4838438322252485,English Country Tune,0.43787422827647887,TRAUMA,0.4230171921954166,And Yet It Moves,0.42242926410497605,Crayon Physics Deluxe,0.41853649207380395,Hammerfight,0.4179548194519491,Intrusion 2,0.4119719268657274,Rochard,0.409562827831105,Osmos,0.4011280139210354
Cossacks Art of War,American Conquest - Fight Back,0.35764351411275297,Cossacks European Wars,0.3556628534598335,American Conquest,0.29327269994165345,Cossacks II Battle for Europe,0.29168246308965184,Cossacks Back to War,0.2841562649075329,Cossacks II Napoleonic Wars,0.18923582656763827,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0,realMyst,0.0
Cossacks Back to War,Cossacks European Wars,0.6855828735525027,American Conquest - Fight Back,0.5816624670254957,American Conquest,0.5054101027161153,Cossacks II Battle for Europe,0.4927974909052685,Cossacks II Napoleonic Wars,0.31118952289623547,Cossacks Art of War,0.2841562649075329,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0,realMyst,0.0
Cossacks European Wars,American Conquest,0.8455162346826461,American Conquest - Fight Back,0.8211306643335825,Cossacks Back to War,0.6855828735525027,Cossacks II Battle for Europe,0.6529745367401182,Cossacks II Napoleonic Wars,0.5354528892416887,Cossacks Art of War,0.3556628534598335,"Warhammer 40,000 Dawn of War - Game of the Year Edition",0.21568327036117835,Men of War Assault Squad,0.21497470193464718,Company of Heroes 2,0.15211488806115084,Wargame European Escalation,0.10134593498604458
Cossacks II Battle for Europe,American Conquest - Fight Back,0.7609900264976548,Cossacks European Wars,0.6529745367401182,American Conquest,0.6127852164180417,Cossacks Back to War,0.4927974909052685,Cossacks II Napoleonic Wars,0.4436161299738439,Cossacks Art of War,0.29168246308965184,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0,realMyst,0.0
Cossacks II Napoleonic Wars,American Conquest,0.5418003528350697,Cossacks European Wars,0.5354528892416887,American Conquest - Fight Back,0.5130968353739285,Cossacks II Battle for Europe,0.4436161299738439,Cossacks Back to War,0.31118952289623547,Men of War Assault Squad,0.23274521096915327,Men of War,0.22722470375368142,Cossacks Art of War,0.18923582656763827,Rome Total War,0.16474209323803787,Total War ROME II - Emperor Edition,0.16048535825580892
Costume Quest,Stacking,0.6736307242875772,BIT.TRIP RUNNER,0.42467617976008254,Jamestown,0.42394285170040585,Psychonauts,0.4191809897736296,Psychonauts Demo,0.41749342096528963,Vanguard Princess Director's Cut,0.3928769207893209,Shank 2,0.3851786633342886,Confrontation,0.37414456461784584,RAW - Realms of Ancient War,0.3737945613875672,Vanguard Princess,0.36730503970454764
Counter-Strike,Counter-Strike Condition Zero Deleted Scenes,0.7271481530013515,Counter-Strike Condition Zero,0.6740498193142788,Deathmatch Classic,0.5971896233174413,Ricochet,0.5921236627205836,Day of Defeat,0.5296761441867482,Team Fortress Classic,0.32025735532932115,Half-Life Blue Shift,0.2965036912230864,Half-Life Opposing Force,0.2751872774989793,Counter-Strike Global Offensive,0.2717821978564868,Half-Life,0.2557438610523473
Counter-Strike Condition Zero,Counter-Strike Condition Zero Deleted Scenes,0.8172256721326435,Counter-Strike,0.6740498193142788,Deathmatch Classic,0.511770775418959,Ricochet,0.5069984777431698,Day of Defeat,0.4412478016642787,Counter-Strike Source,0.23683115386601886,Counter-Strike Global Offensive,0.23231120482636744,Half-Life 2 Lost Coast,0.1904625721342888,Team Fortress Classic,0.17151026865361488,Day of Defeat Source,0.16242178060937928
Counter-Strike Condition Zero Deleted Scenes,Counter-Strike Condition Zero,0.8172256721326435,Counter-Strike,0.7271481530013515,Deathmatch Classic,0.5422191291790297,Ricochet,0.5420094855950518,Day of Defeat,0.4628294892706693,Counter-Strike Source,0.288588591782075,Counter-Strike Global Offensive,0.2844490051387655,Team Fortress Classic,0.2242926381292052,Half-Life 2 Lost Coast,0.22085617558806198,Half-Life Deathmatch Source,0.2150999328817188
Counter-Strike Global Offensive,Garry's Mod,0.4063782155474541,Team Fortress 2,0.39841785156742693,PAYDAY 2,0.3621226682733738,Unturned,0.3598602550708834,Left 4 Dead 2,0.35793770330359176,Counter-Strike Source,0.3562574171123441,Dota 2,0.35321564021353763,Counter-Strike Condition Zero Deleted Scenes,0.2844490051387655,Insurgency,0.28363713284706493,DayZ,0.2835506232317049
Counter-Strike Nexon Zombies,Unturned,0.2860514749660064,Counter-Strike Nexon Zombies - Starter Pack,0.2303898917186285,No More Room in Hell,0.21709386085958038,Counter-Strike Global Offensive,0.2027795788772242,Team Fortress 2,0.17822754852428124,Robocraft,0.17130440919473686,Warframe,0.17125296718896912,Trove,0.1674383694451458,BLOCKADE 3D,0.16368745497055792,Survarium,0.1563966205286697
Counter-Strike Nexon Zombies - Starter Pack,Counter-Strike Nexon Zombies,0.2303898917186285,Warframe,0.06585331488520703,Unturned,0.05049790950701202,Team Fortress 2,0.04264514057651407,Counter-Strike Global Offensive,0.03968294824828312,Dota 2,0.026340630388594195,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0
Counter-Strike Source,Half-Life 2 Deathmatch,0.564201204010692,Half-Life 2 Lost Coast,0.5617685478715906,Day of Defeat Source,0.5179203938867349,Counter-Strike Global Offensive,0.3562574171123441,Left 4 Dead 2,0.30350654870601423,Half-Life 2,0.2951503211979299,Counter-Strike Condition Zero Deleted Scenes,0.288588591782075,Garry's Mod,0.27869747160667957,Team Fortress 2,0.2774424319953151,Left 4 Dead,0.2740627491180736
Craft The World,Sid Meier's Civilization Beyond Earth,0.18795851343949654,Banished,0.1633835621701915,State of Decay,0.15769347560194602,Age of Wonders III,0.15485376869496886,Starbound - Unstable,0.152401744253174,Anno 2070,0.15106902500110103,Endless Legend,0.15056319529544326,Company of Heroes 2,0.13106711263930887,Might & Magic Heroes VI,0.12098260396459955,Orcs Must Die!,0.11954343489112929
Crash Time II,Space Hack,0.48635563985477503,Nosferatu The Wrath of Malachi,0.45070518005978516,Avencast,0.43956878540468747,Gun Monkeys,0.4224532322360592,Really Big Sky,0.41654581728383333,Realms of the Haunting,0.41317928350896527,Afterfall InSanity Extended Edition,0.40627675615677644,Weird Worlds Return to Infinite Space,0.37904857221262644,Litil Divil,0.37781912679320206,GTR Evolution,0.36978239870079954
Crayon Physics Deluxe,And Yet It Moves,0.7943482244959729,Hammerfight,0.700830656581144,Cogs,0.6713470880170387,NightSky,0.6676894297572221,Steel Storm Burning Retribution,0.5789342878770297,BIT.TRIP RUNNER,0.5611686283382396,Atom Zombie Smasher ,0.5587711573343359,Jamestown,0.5547241140592727,Osmos,0.547223668575677,Vessel,0.5462804552664076
Crazy Machines 2,The Great Jitters Pudding Panic,0.5460113362505497,Puzzle Agent 2,0.47743224648196253,Crazy Machines 2 Fluid Add-On,0.4343380664812455,Ballpoint Universe Infinite,0.42242142042443576,Hector Ep 1,0.4171774022112368,Puzzle Agent,0.4024103369033048,Spirits,0.39775123423548686,Beatbuddy Tale of the Guardians,0.38156829573368867,Rocketbirds Hardboiled Chicken,0.37122977608492475,The Book of Unwritten Tales,0.35990136567929903
Crazy Machines 2 Fluid Add-On,Crazy Machines 2,0.4343380664812455,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0,realMyst,0.0
Crazy Taxi,SEGA Bass Fishing,0.9919649842682893,Space Channel 5 Part 2,0.8530597536911344,Sonic Adventure DX,0.8339573242100572,NiGHTS into Dreams...,0.690677673906628,COH2 - The Western Front Armies Oberkommando West,0.4375862944603044,RPG Maker High Fantasy Main Party Pack 1,0.4208873874823963,Deadly Sin 2,0.4208873874823963,RPG Maker Tyler Warren RPG Battlers  2nd 50,0.4208873874823963,RPG Maker Tyler Warren First 50 Battler Pack,0.38574966243805814,Sweet Lily Dreams,0.38444284230343456
Creativerse,Boring Man - Online Tactical Stickman Combat,0.22490622821783623,Wild Warfare,0.19324157471460637,Trove,0.16423163640173477,Teeworlds,0.15347983986784786,BLOCKADE 3D,0.1394800024021404,Mitos.is The Game,0.135539689341578,Unturned,0.13382254540802732,Brawlhalla,0.12370822355557604,Villagers and Heroes,0.11494377869022278,Archeblade,0.10751457341018832
CrimeCraft GangWars,World of Battles,0.51710550809447,Brawl Busters,0.51710550809447,Bullet Run,0.51710550809447,Dungeon Fighter Online,0.51710550809447,HOMEFRONT Demo,0.51710550809447,Arcane Saga Online,0.5006852552705017,Pandora Saga Weapons of Balance,0.5006852552705017,Dungeon Party,0.4597178400121449,Moon Breakers,0.4360249936627506,The Banner Saga Factions,0.41227877802987906
Crimzon Clover  WORLD IGNITION,BioShock,0.11888600078296889,The Elder Scrolls V Skyrim,0.061423512942558454,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0
CroNix,Modular Combat,0.21525869465130873,Archeblade,0.1950158658204342,Gear Up,0.15559327925596544,Rise of Incarnates,0.1448816019436748,GunZ 2 The Second Duel,0.1430501698088337,Tactical Intervention,0.13973345638647466,sZone-Online,0.13726621321979826,Double Action Boogaloo,0.13054446598500544,Tribes Ascend,0.12196108379761823,theHunter,0.11352659658656929
Crossfire Europe,Unturned,0.03545062565231882,X-Tension,0.0,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0
Crow - Hunter (Trapper Class),Sunny - Hunter (Support Class),0.9534625892455925,Torvald - Hunter (Assault Class),0.9534625892455925,Slim - Hunter (Medic Class),0.9534625892455925,Lennox - Hunter (Assault Class),0.6741998624632421,Jack - Hunter (Trapper Class),0.6741998624632421,Evolve - Gorgon,0.6741998624632421,Evolve,0.5803187951481115,Evolve - Behemoth,0.4045199174779453,Borderlands The Pre-Sequel,0.16186231533142514,Left 4 Dead,0.05649715586196523
Crusader Kings II,Crusader Kings II Sons of Abraham,0.7141214416156361,Europa Universalis IV,0.5280778364520593,Crusader Kings II Military Orders Unit Pack,0.4830077754835235,Europa Universalis IV Conquest of Paradise,0.4337479729269288,Crusader Kings II Hymns of Abraham,0.4166893069160497,Crusader Kings II Warriors of Faith Unit Pack,0.40068234734041547,Europa Universalis IV Conquistadors Unit pack ,0.38589679863753856,Europa Universalis IV American Dream DLC,0.3664445315593601,Mount & Blade Warband,0.3515718938769435,Victoria II,0.3485681458930365
Crusader Kings II Hymns of Abraham,Crusader Kings II Warriors of Faith Unit Pack,0.8581163303210332,Crusader Kings II Military Orders Unit Pack,0.8362420100070909,Crusader Kings II Sons of Abraham,0.650443635587991,Crusader Kings II,0.4166893069160497,Europa Universalis IV,0.26184744371761354,Endless Space,0.22813887345419595,Sid Meier's Civilization V Brave New World,0.17479847749031158,Sid Meier's Civilization V Scrambled Continents Map Pack,0.15344315078626936,FTL Faster Than Light,0.14304631003976645,XCOM Enemy Unknown,0.10999076760676624
Crusader Kings II Military Orders Unit Pack,Crusader Kings II Warriors of Faith Unit Pack,0.8770580193070292,Crusader Kings II Hymns of Abraham,0.8362420100070909,Crusader Kings II Sons of Abraham,0.7071067811865477,Crusader Kings II,0.4830077754835235,Europa Universalis IV,0.3443172331030267,Endless Space,0.20985724110789916,Stronghold HD,0.19386323356100366,Anno 2070,0.18241465068505613,FTL Faster Than Light,0.158735329349983,Sid Meier's Civilization V Brave New World,0.14292552282572898
Crusader Kings II Sons of Abraham,Crusader Kings II,0.7141214416156361,Crusader Kings II Military Orders Unit Pack,0.7071067811865477,Crusader Kings II Hymns of Abraham,0.650443635587991,Crusader Kings II Warriors of Faith Unit Pack,0.6201736729460424,Europa Universalis IV,0.550326765593472,Europa Universalis IV Conquest of Paradise,0.5084751798731268,Europa Universalis IV Conquistadors Unit pack ,0.45291081365783836,Europa Universalis IV American Dream DLC,0.41391867719235786,Victoria II,0.4128028639645185,Europa Universalis IV National Monuments II,0.3721042037676254
Crusader Kings II Warriors of Faith Unit Pack,Crusader Kings II Military Orders Unit Pack,0.8770580193070292,Crusader Kings II Hymns of Abraham,0.8581163303210332,Crusader Kings II Sons of Abraham,0.6201736729460424,Crusader Kings II,0.40068234734041547,Europa Universalis IV,0.26809844204263467,Endless Space,0.23927406909033125,Stronghold HD,0.22103809473651082,Anno 2070,0.2079847018891446,FTL Faster Than Light,0.18098612161986855,Sid Meier's Civilization V Scrambled Continents Map Pack,0.16093253423574602
Crusaders of the Lost Idols,AdVenture Capitalist,0.09053944099681975,Counter-Strike Nexon Zombies,0.0855282845131634,Dungeon Defenders II,0.07791502751212467,Terraria,0.061215755518468126,Trove,0.05711343896722238,Clicker Heroes,0.05350778125121491,Unturned,0.04756040908943152,Dirty Bomb,0.03697405014291068,Robocraft,0.03569759008474306,Team Fortress 2,0.03514629071452973
Cry of Fear,No More Room in Hell,0.2525742106198496,Garry's Mod,0.24190326815662416,sZone-Online,0.21765610369455074,Killing Floor Mod Defence Alliance 2,0.21362536215861436,Killing Floor,0.20989297338225438,Unturned,0.2013796458375907,PAYDAY 2,0.1915980750717047,Elsword,0.18095769585954255,Team Fortress 2,0.17947648370151104,Warframe,0.1743750650890748
Cryostasis,Hitman Blood Money,0.18481537322466207,Company of Heroes,0.15830234737118976,BioShock,0.15538444245246108,Just Cause 2,0.14874490162656573,Batman Arkham Origins,0.1356319688050948,Dark Souls Prepare to Die Edition,0.12711677645050204,The Binding of Isaac,0.11096570584675777,Magicka,0.10935868231692453,BioShock Infinite,0.09159166436040506,Borderlands 2,0.06889222832342526
Crypt of the NecroDancer,The Binding of Isaac,0.2232079357570775,SteamWorld Dig,0.20306049252681693,Dark Souls Prepare to Die Edition,0.201121017104432,Hotline Miami,0.1946551239906556,Darkest Dungeon,0.1939241941305174,Risk of Rain,0.19166494245053858,Spelunky,0.1866751488412302,They Bleed Pixels,0.18464463761396493,The Wolf Among Us,0.17350062179349746,The Binding of Isaac Rebirth,0.16968775885117737
Crysis,Crysis Warhead,0.6168562679150251,Crysis Wars,0.5511208776832365,Crysis 2 Maximum Edition,0.4079994045428684,Far Cry 2,0.331692665656505,Far Cry 2 Fortunes Pack,0.31994721254414565,Red Faction Guerrilla Steam Edition,0.31023264158694397,BioShock,0.29675862787628193,Frontlines Fuel of War,0.2699126188778893,Torchlight,0.26795988146227634,BioShock 2,0.2634088345314129
Crysis 2,Max Payne 3,0.15891865088948093,Portal 2,0.08150506433455187,Left 4 Dead 2,0.06804193992599888,Counter-Strike Source,0.03462565490633289,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0
Crysis 2 Maximum Edition,Medal of Honor Pre-Order,0.5127061179642876,Crysis Warhead,0.4458265790597814,Medal of Honor(TM) Multiplayer,0.4379853481203083,Mirror's Edge,0.4100958059513195,Crysis,0.4079994045428684,Burnout Paradise The Ultimate Box,0.40367899761147874,Medal of Honor(TM) Single Player,0.399575507699182,Crysis Wars,0.38489234044026976,Dead Space,0.37468219562099814,Metro 2033,0.35527790234752926
Crysis Warhead,Crysis Wars,0.8374593916361622,Crysis,0.6168562679150251,Crysis 2 Maximum Edition,0.4458265790597814,Batman Arkham Asylum GOTY Edition,0.2801270951903824,Deus Ex Human Revolution - The Missing Link,0.2794281272947367,War of the Roses Balance Beta,0.2637236526632402,Mass Effect,0.25821428058591794,Borderlands,0.2520654801887909,Deus Ex Human Revolution,0.2487327331361874,Divinity II Developer's Cut,0.24683210656342536
Crysis Wars,Crysis Warhead,0.8374593916361622,Crysis,0.5511208776832365,Crysis 2 Maximum Edition,0.38489234044026976,Just Cause 2,0.26885235244869937,Far Cry 2,0.261604099256238,Batman Arkham Asylum GOTY Edition,0.26143662061761236,Far Cry 2 Fortunes Pack,0.254853068840907,Frontlines Fuel of War,0.2510276073205763,Mass Effect 2,0.24071080979958906,BioShock,0.23885398154166385
Crystals of Time,Hacker Evolution Duality,0.2636927022932109,Prison Architect,0.11765487235430162,Arma 2,0.06670159855378983,Heroes & Generals,0.06097712792900061,Counter-Strike Global Offensive,0.045995522380043966,Unturned,0.03035231891448376,Team Fortress 2,0.023623463664617015,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0
Cthulhu Saves the World ,Breath of Death VII ,0.8251756252994543,One Way Heroics,0.43133944260639234,Tidalis,0.3426360291262692,Risen,0.34203077701327816,Trine,0.32271895775601606,Sacred Citadel,0.31682732336161956,Dust An Elysian Tail,0.3142804022583034,DeadCore,0.3118060438029906,Camera Obscura,0.30550162941389614,Stealth Bastard Deluxe,0.30438111311763943
Cubemen,Lone Survivor The Director's Cut,0.2028585053006835,And Yet It Moves,0.1748164960429202,Awesomenauts,0.17256351092214917,Thomas Was Alone,0.15275675235216563,The Ship Tutorial,0.1505609013484297,Psychonauts,0.14709087582931657,The Ship,0.14462160292900902,Dino D-Day,0.14244636264666494,Red Faction Armageddon,0.13832233767856908,The Ship Single Player,0.12835717721162535
Cubemen 2,Left 4 Dead 2,0.07337069998667832,Team Fortress 2,0.0614117386235853,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0
Cubetractor,Steel & Steam Episode 1,0.5241424183609591,Hyper Fighters,0.4695344254575922,Skyborn,0.4281933567754331,Mechanic Escape,0.4169209501505432,Stealth Inc 2,0.4025067148726916,X-Blades,0.37827667095019385,Saira,0.3724652851208255,iBomber Defense Pacific,0.3562825881665912,Racer 8,0.34977353063523237,Canyon Capers,0.33342998987639105
Cubic Castles,8BitMMO,0.13087140398457567,Unturned,0.12934321821546263,Boring Man - Online Tactical Stickman Combat,0.12563956174335458,Fistful of Frags,0.12352559767356892,Realm of the Mad God,0.12208102136483934,Brick-Force,0.12138462383234033,War Inc. Battlezone,0.114209781939218,Robocraft,0.11351693710493485,Divine Souls,0.11279904072766025,Magicka Wizard Wars,0.11002319033682557
Cult of the Wind,Bionic Dues,0.5884601319132937,Litil Divil,0.521749194749951,Enemy Mind,0.519987961317365,Bloop,0.5051814855409226,Aveyond 3-2 Gates of Night,0.4961465292551038,The Culling Of The Cows,0.45811664210270786,Eurofighter Typhoon,0.4434639729473735,Overcast - Walden and the Werewolf,0.4397967447506948,Platypus II,0.43323968913440414,Hyper Fighters,0.43033540920940344
Curse of Mermos,Brick-Force,0.12533992212122394,Dirty Bomb,0.11063827164536341,Trove,0.10781917792070539,PlanetSide 2,0.08703549258768947,Path of Exile,0.08488193684090972,Magicka Wizard Wars,0.07951630710732642,Robocraft,0.06950684954198018,Unturned,0.06898808860044767,Garry's Mod,0.06221989378658109,Warframe,0.0613191183094534
D.I.P.R.I.P. Warm Up,Insurgency Modern Infantry Combat,0.21265844369655132,Age of Chivalry,0.2059167039735209,Synergy,0.1724920527959795,Red Faction Guerrilla Steam Edition,0.15518019547018044,Guns of Icarus Online,0.1440108023645653,Half-Life 2 Episode One,0.13480359970565053,Titan Quest,0.13413919782211992,Borderlands,0.13305023783621794,Dead Island Epidemic,0.12496901006226616,"Warhammer 40,000 Dawn of War II  Retribution",0.12430695727435273
DARK,The Elder Scrolls V Skyrim - Dragonborn,0.10181115502615704,The Elder Scrolls V Skyrim - Dawnguard,0.10004511707135602,The Elder Scrolls V Skyrim,0.09383210555181395,X-Tension,0.0,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0
DARK SOULS II,DARK SOULS II Crown of the Old Iron King,0.7421589683426111,DARK SOULS II - Season Pass,0.7070783358223346,Dark Souls Prepare to Die Edition,0.47191471918812783,DARK SOULS II Scholar of the First Sin,0.34735248221341003,Lords Of The Fallen,0.29682743770158715,METAL GEAR SOLID V THE PHANTOM PAIN,0.2639061658113406,Divinity Original Sin,0.2542500428575859,Magicka,0.251499932657156,METAL GEAR SOLID V GROUND ZEROES,0.2456943472543472,Middle-earth Shadow of Mordor,0.24153711152580984
DARK SOULS II - Season Pass,DARK SOULS II Crown of the Old Iron King,0.9097176522946842,DARK SOULS II,0.7070783358223346,Dark Souls Prepare to Die Edition,0.3920583130899805,DARK SOULS II Scholar of the First Sin,0.37426664762973494,Lords Of The Fallen,0.3257308288599209,Divinity Original Sin,0.28121529725248207,METAL GEAR SOLID V THE PHANTOM PAIN,0.24194773486043009,METAL GEAR SOLID V GROUND ZEROES,0.23207072495369546,Magicka,0.20696503869802277,Pillars of Eternity,0.20473054378728972
DARK SOULS II Crown of the Old Iron King,DARK SOULS II - Season Pass,0.9097176522946842,DARK SOULS II,0.7421589683426111,Lords Of The Fallen,0.40450890766139713,Dark Souls Prepare to Die Edition,0.39410627848062246,DARK SOULS II Scholar of the First Sin,0.3619746896252004,Divinity Original Sin,0.2619218165909927,METAL GEAR SOLID V GROUND ZEROES,0.26012213411183566,METAL GEAR SOLID V THE PHANTOM PAIN,0.25970818017942365,Pillars of Eternity,0.22117177252593812,The Witcher 3 Wild Hunt - New Finisher Animations,0.20011120378952105
DARK SOULS II Scholar of the First Sin,DARK SOULS II - Season Pass,0.37426664762973494,DARK SOULS II Crown of the Old Iron King,0.3619746896252004,DARK SOULS II,0.34735248221341003,Dark Souls Prepare to Die Edition,0.285690581221473,Lords Of The Fallen,0.23717844806190477,Pillars of Eternity,0.21140341169364602,METAL GEAR SOLID V THE PHANTOM PAIN,0.20909557548309257,Divinity Original Sin,0.20551848321635555,Remember Me,0.20477516140519272,Bound By Flame,0.19648930397916725
DC Universe Online,Gotham City Impostors,0.22432429949022414,Team Fortress 2,0.20680265610316936,Dungeon Defenders,0.20416708715605822,Left 4 Dead 2,0.18724460055705786,Borderlands 2,0.1735971503247976,The Elder Scrolls V Skyrim,0.17038718885935666,Monday Night Combat,0.17020155318177754,Torchlight,0.16962222842997182,Alien Swarm,0.16878015310589017,RIFT,0.1635081594009924
DCS World,War Thunder,0.2454586266816684,Digital Combat Simulator A-10C Warthog,0.24294262428017163,Rising Storm/Red Orchestra 2 Multiplayer,0.23194667335631527,Euro Truck Simulator 2,0.2202409861630848,Arma 2,0.21717048587699264,Heroes & Generals,0.20025390046664374,IL-2 Sturmovik 1946,0.18144421866758564,PlanetSide 2,0.17983173120654034,Insurgency,0.17799530521642493,Microsoft Flight Simulator X Steam Edition,0.17302186688745708
DEFCON,Darwinia,0.6065023664613873,Multiwinia,0.5308789766216588,Uplink,0.5223521844449012,Frozen Synapse,0.3785408291988574,Proteus,0.32440678007818513,Thomas Was Alone,0.31861614423096124,FTL Faster Than Light,0.31644869754899896,Eufloria HD Original Soundtrack,0.3072230421162551,Splice,0.30589346708589893,SpaceChem,0.2982824309642995
DETOUR,Gravilon,0.5998064253545652,Terra Incognita ~ Chapter One The Descendant,0.5784797803550915,Saviors,0.5297618806454952,Morphopolis,0.5274172918646547,Robotex,0.5221421527988662,The Hat Man Shadow Ward,0.5142223474942444,Revolution Ace,0.4847081634596022,Sinister City,0.48135103202384655,Dead Bits,0.44910817556365096,BEEP,0.3845452741203581
DLC Quest,Fight The Dragon,0.41064588551152054,Out There Somewhere,0.31876642484493223,Dead Bits,0.2969699677250283,Super Meat Boy,0.2942679684641621,Stealth Inc 2,0.28930589918487765,One Way Heroics,0.28388999371383444,Receiver,0.26807983754006415,The Binding of Isaac,0.26002354723653104,Caster,0.23864663879156123,Evoland,0.2385622215297978
DOOM 3,DOOM 3 Resurrection of Evil,0.7066195630718309,Final DOOM,0.3786783814264692,Master Levels for DOOM II,0.33995374383809385,The Ultimate DOOM,0.33064157651878523,Sonic Generations,0.3029793038909569,Aliens versus Predator Classic 2000,0.299581281143168,DOOM II Hell on Earth,0.2861169754611447,Divinity II Developer's Cut,0.2792121096192286,Quake,0.26491588450862574,Killing Floor,0.25725199156168077
DOOM 3 BFG Edition,System Shock 2,0.1857284338066843,Breath of Death VII ,0.15190448442818535,Star Wars Republic Commando,0.1508845675206456,RAGE,0.1366660720970889,Viscera Cleanup Detail Shadow Warrior,0.13409159542283905,Star Wars - Jedi Knight II Jedi Outcast,0.13311158904553488,Star Wars Jedi Knight Dark Forces II,0.129328773916959,Fallout New Vegas Dead Money,0.12517562708741384,Fallout New Vegas Honest Hearts,0.12517562708741384,Shadow Warrior Classic Redux,0.12499970060058707
