game,top_1_game,top_1_sim,top_2_game,top_2_sim,top_3_game,top_3_sim,top_4_game,top_4_sim,top_5_game,top_5_sim,top_6_game,top_6_sim,top_7_game,top_7_sim,top_8_game,top_8_sim,top_9_game,top_9_sim,top_10_game,top_10_sim
1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),AaAaAA!!! - A Reckless Disregard for Gravity,0.8309946054142785,The Wonderful End of the World,0.638191150565355,BIT.TRIP BEAT,0.5815652281732477,RUSH,0.41649241652037383,Defense Grid The Awakening,0.37761601469652717,Osmos,0.3396118023510586,Jamestown,0.32270531302226274,Cogs,0.31275043516308465,The Ball,0.2846735512786758,Toki Tori,0.25208250888816985
10 Second Ninja,Thomas Was Alone,0.18474870555194042,Terraria,0.08906831781604467,Half-Life 2 Episode Two,0.08725063222711123,Portal 2,0.08429829170706529,Half-Life 2 Deathmatch,0.07517548141589474,Half-Life 2 Episode One,0.06477619892520453,Half-Life 2 Lost Coast,0.06469948783592704,Half-Life 2,0.062396639575364996,Left 4 Dead 2,0.04992438056389206,Counter-Strike Source,0.037958951772216684
100% Orange Juice,Garry's Mod,0.09884918406964299,Cry of Fear,0.08991535912495205,Don't Starve Together Beta,0.08933747191079558,PAYDAY 2,0.08723316264704835,No More Room in Hell,0.08615891832009752,Castle Crashers,0.08347882055630391,Portal 2,0.07727772615983272,Borderlands 2,0.07693940183085571,Amnesia The Dark Descent,0.07442184512318585,Dead Island Epidemic,0.067652063345542
12 Labours of Hercules,12 Labours of Hercules II The Cretan Bull,0.5202327067309921,Caster,0.3421588629425808,Anomaly Warzone Earth,0.3032431494907,Borderlands 2 Headhunter 2 Wattle Gobbler,0.2600379510151783,Borderlands 2 Headhunter 1 Bloody Harvest,0.256996466841302,Clicker Heroes,0.11566412114227284,ORION Prelude,0.09749777652148264,BioShock Infinite,0.08847820497263222,Counter-Strike Global Offensive,0.08146551607382567,Borderlands 2,0.08066001571779255
12 Labours of Hercules II The Cretan Bull,Frankenstein Master of Death,0.5959158254028013,12 Labours of Hercules,0.5202327067309921,Squishy the Suicidal Pig,0.3617930242907522,Dungeon Siege III,0.32199261194970596,Lara Croft and the Guardian of Light,0.2684055573609031,Thief Gold,0.25216482754902464,Caster,0.25124393413105045,Hitman Absolution,0.1283150737633374,The Witcher 2 Assassins of Kings Enhanced Edition,0.11891960550833691,Tomb Raider,0.11544667667816444
12 Labours of Hercules III Girl Power,Brawlhalla,0.1400650911268002,Terraria,0.0925660964907212,Counter-Strike Global Offensive,0.05377801636343108,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0
140,Ballpoint Universe Infinite,0.5658660988689295,KAMI,0.5406790109779701,MirrorMoon EP,0.5086932461269894,Finding Teddy Soundtrack,0.4812769985375218,Ethan Meteor Hunter,0.4655808571637188,Finding Teddy,0.454375424974596,Super Splatters,0.4371705210087276,Contraption Maker,0.37447491809923383,La-Mulana,0.34602365892857967,Anachronox,0.32823100932432314
3DMark,3DMark Cloud Gate benchmark,0.8942306225993668,3DMark Sky Diver benchmark,0.8942306225993668,3DMark Fire Strike benchmark,0.8942306225993668,3DMark Ice Storm benchmark,0.8942306225993668,3DMark API Overhead feature test,0.8942306225993668,Intrusion 2,0.2639015444099612,DEFCON,0.2538830386121593,Hard Reset Exile DLC,0.23328742424512208,Company of Heroes Opposing Fronts,0.23097931402673905,Sacred Citadel,0.23033103877197314
3DMark API Overhead feature test,3DMark Cloud Gate benchmark,1.0,3DMark Fire Strike benchmark,1.0,3DMark Sky Diver benchmark,1.0,3DMark Ice Storm benchmark,1.0,3DMark,0.8942306225993668,Intrusion 2,0.3081648990810618,Sacred Citadel,0.2833315873079179,Capsized,0.2778784059951637,Darwinia,0.273832269431316,DEFCON,0.2712162843182902
3DMark Cloud Gate benchmark,3DMark API Overhead feature test,1.0,3DMark Fire Strike benchmark,1.0,3DMark Sky Diver benchmark,1.0,3DMark Ice Storm benchmark,1.0,3DMark,0.8942306225993668,Intrusion 2,0.3081648990810618,Sacred Citadel,0.2833315873079179,Capsized,0.2778784059951637,Darwinia,0.273832269431316,DEFCON,0.2712162843182902
3DMark Fire Strike benchmark,3DMark API Overhead feature test,1.0,3DMark Cloud Gate benchmark,1.0,3DMark Sky Diver benchmark,1.0,3DMark Ice Storm benchmark,1.0,3DMark,0.8942306225993668,Intrusion 2,0.3081648990810618,Sacred Citadel,0.2833315873079179,Capsized,0.2778784059951637,Darwinia,0.273832269431316,DEFCON,0.2712162843182902
3DMark Ice Storm benchmark,3DMark API Overhead feature test,1.0,3DMark Cloud Gate benchmark,1.0,3DMark Sky Diver benchmark,1.0,3DMark Fire Strike benchmark,1.0,3DMark,0.8942306225993668,Intrusion 2,0.3081648990810618,Sacred Citadel,0.2833315873079179,Capsized,0.2778784059951637,Darwinia,0.273832269431316,DEFCON,0.2712162843182902
3DMark Sky Diver benchmark,3DMark API Overhead feature test,1.0,3DMark Cloud Gate benchmark,1.0,3DMark Ice Storm benchmark,1.0,3DMark Fire Strike benchmark,1.0,3DMark,0.8942306225993668,Intrusion 2,0.3081648990810618,Sacred Citadel,0.2833315873079179,Capsized,0.2778784059951637,Darwinia,0.273832269431316,DEFCON,0.2712162843182902
404Sight,Defiance,0.11266341263908475,Fistful of Frags,0.09458750893151956,Survarium,0.09348736738225949,Saints Row The Third,0.09209828321556003,Tactical Intervention,0.08410220779658528,Marvel Heroes 2015,0.08253072743024548,Nosgoth,0.08243011132901615,Unturned,0.08191884218812848,theHunter,0.08018091222826852,Dirty Bomb,0.07708442959341814
60 Seconds!,Garry's Mod,0.05237863153080857,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0,realMyst,0.0
7 Days to Die,State of Decay,0.20754531450891445,The Forest,0.20300559083226194,DayZ,0.18699929257279163,Killing Floor,0.17154978579171276,ARK Survival Evolved,0.17044069577525495,Stranded Deep,0.16919622358100653,Reign Of Kings,0.16530147491435207,Killing Floor 2,0.16357190002207692,Killing Floor Mod Defence Alliance 2,0.16204694757087076,The Elder Scrolls V Skyrim,0.15899058476714986
8BitBoy,Bionic Dues,0.4000236609343304,Skyborn,0.3844268152111642,Enemy Mind,0.37222855652132814,SUPER DISTRO,0.32429961548684866,Realms of the Haunting,0.3221397638742543,Blaster Shooter GunGuy!,0.2937093587233367,Cult of the Wind,0.28931537464480866,Particula,0.28845356654117305,Bloop,0.286347959026076,Hostile Waters Antaeus Rising,0.2824252198263636
8BitMMO,Wild Warfare,0.2967125970063488,Color Symphony,0.19353601345804072,Reversion - The Escape,0.16875999582494985,Spiral Knights,0.1628018025208951,Floating Point,0.15948420830092175,Portal 2 Sixense Perceptual Pack,0.14436537458595156,Robocraft,0.1443522943387071,Trove,0.13979551635724902,Fistful of Frags,0.13839938707230767,Garry's Mod,0.13653823509031976
99 Levels To Hell,Batman Arkham Origins,0.09043012667026001,Nosgoth,0.08688650794009525,Sid Meier's Civilization III Complete,0.07887748706617906,Terraria,0.07034486008031388,Left 4 Dead 2,0.06737651289660612,Sid Meier's Civilization V,0.06526689743320233,Borderlands 2,0.052852175466000434,Counter-Strike Global Offensive,0.04913644622232978,The Elder Scrolls V Skyrim,0.048780799376524485,Dead Island Epidemic,0.04841665457608428
A Bird Story,To the Moon,0.45555381590374533,Serious Sam The Random Encounter,0.30579207712844253,Dust An Elysian Tail,0.2552889572101147,Giana Sisters Twisted Dreams,0.21594191638586963,Sid Meier's Civilization IV Colonization,0.19161057670711423,FEZ,0.1900332287024666,Sid Meier's Civilization IV,0.18701812086303232,Psychonauts Demo,0.1849974402420262,Sid Meier's Civilization IV Warlords,0.1829876406602946,Batman Arkham Asylum GOTY Edition,0.1779553986252153
A Game of Thrones - Genesis,Endless Space,0.23972693955851151,Star Wars Empire at War Gold,0.23859906340493955,Endless Legend,0.22525800602313306,Empire Total War,0.1782197701029599,Sins of a Solar Empire Rebellion,0.1704568250006127,Napoleon Total War,0.16122640284163284,Age of Empires II HD The Forgotten,0.15704367393079172,Total War ROME II - Emperor Edition,0.13993829113636153,Game of Thrones ,0.1396359617251544,Sid Meier's Civilization V Scrambled Continents Map Pack,0.13832886470279107
A New Beginning - Final Cut,The Whispered World Special Edition,0.5632100742762762,Edna & Harvey The Breakout,0.4236158204712482,The Whispered World,0.42140480974295447,Edna & Harvey Harvey's New Eyes,0.3847459488239143,Goodbye Deponia,0.3779324276136646,Deponia,0.36417776055291073,Broken Sword 2 - the Smoking Mirror Remastered,0.3537588048872633,The Guild II,0.3508448614038817,Broken Sword 1 - Shadow of the Templars Director's Cut,0.30485811010753644,Chaos on Deponia,0.30024109489212364
A Story About My Uncle,Thomas Was Alone,0.25769494051921893,Mirror's Edge,0.16156374882039312,Darksiders,0.13072370951936046,Bastion,0.12974705036644363,The Binding of Isaac,0.1268373888943951,Psychonauts Demo,0.12306632699656514,Rocket League,0.12065451496988144,Torchlight,0.11861448936443098,Portal 2,0.11764951940804609,Shank,0.11650389028203534
A Valley Without Wind,A Valley Without Wind 2,0.9493785908826246,Tidalis,0.4846905699685745,Lone Survivor The Director's Cut,0.3917643738050915,Sanctum,0.3349442498593972,Crayon Physics Deluxe,0.3192888066085926,Revenge of the Titans,0.31493294597928817,Jamestown,0.31165419597696925,Hector Ep 3,0.29953409537344766,NightSky,0.2977430039194998,Cave Story+,0.2952966039147036
A Valley Without Wind 2,A Valley Without Wind,0.9493785908826246,Tidalis,0.454574248825804,Sanctum,0.35824931184155184,Lone Survivor The Director's Cut,0.357071147866694,Jamestown,0.34954035532539707,Revenge of the Titans,0.3489310633655266,Hector Ep 3,0.3447444248952646,Crayon Physics Deluxe,0.3341623333878563,NightSky,0.3261246097997488,Puzzle Agent 2,0.31593018582710564
A Virus Named TOM,Eets Munchies,0.6102518359485691,Rocketbirds Hardboiled Chicken,0.5847235265426967,Snapshot,0.3693140701182746,Joe Danger 2 The Movie,0.35679851090902165,Brtal Legend,0.35396349670819094,Guardians of Middle-earth,0.33491858273887487,Mark of the Ninja,0.3302552466021304,Confrontation,0.31309717896437933,Mortal Kombat Kollection,0.3111280229604161,FEZ,0.3105191447722142
A.R.E.S.,Gish,0.31272751139944605,Cave Story+,0.28096021004301597,Steel Storm Burning Retribution,0.2769021377990755,"Time Gentlemen, Please!",0.26772527187780004,Ultra Street Fighter IV,0.264691831099469,Jamestown,0.2616788576237547,Psychonauts,0.2536297603473786,Sanctum,0.25318973138680884,VVVVVV,0.25230208274995997,Aquaria,0.2504646636685639
A.V.A - Alliance of Valiant Arms,Pandora Saga Weapons of Balance,0.35529919740803584,Dungeon Fighter Online,0.3287418801257119,World of Battles,0.3287418801257119,Brawl Busters,0.3287418801257119,HOMEFRONT Demo,0.3287418801257119,Bullet Run,0.3287418801257119,Arcane Saga Online,0.3183029567319494,Xam,0.2789260098176836,Moon Breakers,0.27719618908469956,Cakewalk Loop Manager,0.27534054113537343
ACE - Arena Cyber Evolution,Ionball 2  Ionstorm,0.3221431332579234,Uriel's Chasm,0.2985614047984925,Avencast,0.28043522371676843,Grimm,0.2713885212575003,Frozen Hearth,0.2659160797846318,Woodle Tree Adventures,0.262785806203741,The 39 Steps,0.26146621502545897,Heroine's Quest The Herald of Ragnarok,0.2598126731601779,Shadows on the Vatican - Act I Greed,0.2565842985298726,Super Killer Hornet Resurrection,0.2517532489500038
ACE COMBAT ASSAULT HORIZON Enhanced Edition,Take On Helicopters,0.2830094622988465,Risen,0.2370602040573293,Cities XL Platinum,0.2205804221060303,StarForge,0.21464154047405784,State of Decay,0.2032132324178939,Red Faction,0.19889285859271738,Red Faction Armageddon,0.18251275822731863,Uplink,0.17893368852809552,Star Wars The Force Unleashed Ultimate Sith Edition,0.17781346821034016,DiRT 3 Complete Edition,0.1773630924000533
AI War Fleet Command,Star Ruler,0.4923999234252921,Cortex Command,0.39773501665106303,Gratuitous Space Battles,0.33609403842468366,Hacker Evolution Duality,0.31539891881886595,BIT.TRIP RUNNER,0.3039892944253355,Steel Storm Burning Retribution,0.3016477570404086,The Guild II,0.30099517546396304,Jamestown,0.3009129997022775,Defense Grid The Awakening,0.2775880827762157,King Arthur Collection,0.2727984837322528
APB Reloaded,Blacklight Retribution,0.23256926430251557,Unturned,0.22680936918672126,PlanetSide 2,0.22540921482420184,Robocraft,0.21790353321045178,theHunter,0.21377730566594266,No More Room in Hell,0.21298616242970886,Warface,0.20628987529977522,Double Action Boogaloo,0.20097377655913942,Warframe,0.19819758525262698,Loadout,0.19674232860802676
ARK Survival Evolved,Primal Carnage,0.23609436871754397,PAYDAY 2,0.2079261212935808,Arma 3,0.19692083083981138,PlanetSide 2,0.19454297541377408,Primal Carnage Extinction,0.19034112953850307,Warframe,0.18866097239520133,The Elder Scrolls V Skyrim,0.18845918253040042,Natural Selection 2,0.18832598689920893,Reign Of Kings,0.18706782418978776,Borderlands 2,0.18060399275121555
AaAaAA!!! - A Reckless Disregard for Gravity,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.8309946054142785,The Wonderful End of the World,0.793953590896521,BIT.TRIP BEAT,0.6445712953115297,RUSH,0.5590139402024883,Steel Storm Burning Retribution,0.38532069868040686,Toki Tori,0.3765775334371878,Osmos,0.3730881310791101,The Ball,0.37129976450389235,Defense Grid The Awakening,0.3628011825547477,Cogs,0.35418810610396445
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,Jack Lumber,0.5356611513211315,KAMI,0.4185773468567404,Zen Bound 2,0.3873291810365529,Ittle Dew,0.362747834627154,Ballpoint Universe Infinite,0.3453457676198151,Beatbuddy Tale of the Guardians,0.3451829687012335,NightSky,0.33168486971243205,BIT.TRIP RUNNER,0.3197648717541945,Osmos,0.314108496771763,Gemini Rue,0.3132240571999292
Absconding Zatwor,Break Into Zatwor,0.8353934743625494,Dead Bits,0.42289972113696056,Enclave,0.26266394020085326,Counter-Strike Global Offensive,0.06837785813013092,Garry's Mod,0.05685247680742304,Left 4 Dead 2,0.0526815472513221,Team Fortress 2,0.03889283702887459,Dota 2,0.03069227909832195,Unturned,0.02337179815688557,sZone-Online,0.0
Abyss Odyssey,The Incredible Adventures of Van Helsing,0.3476257778850418,Overlord Raising Hell,0.32455289412331995,DmC Devil May Cry,0.2839856321510622,The Incredible Adventures of Van Helsing Thaumaturge,0.27671831653696927,Brtal Legend,0.2648267696501442,Mark of the Ninja,0.26254769845427073,Alien Breed 2 Assault,0.23040372375007034,Sacred 2 Gold,0.21889271550052758,Overlord II,0.21535070233946516,Contagion,0.18593272170921266
Ace of Spades,Garry's Mod,0.20501745550068298,Team Fortress 2,0.18656691064260308,Mirror's Edge,0.18217312112313727,Just Cause 2,0.1803631495247923,Just Cause 2 Multiplayer Mod,0.17911140909323514,Portal 2,0.17427172458316703,PAYDAY 2,0.17276174315045073,Counter-Strike Global Offensive,0.16773844941613486,Grand Theft Auto IV,0.16743870465909255,Terraria,0.16638247242530016
Aces Wild Manic Brawling Action!,Wanderlust Rebirth,0.5114628722822048,Rocketbirds Hardboiled Chicken,0.4425770777909373,Awesomenauts,0.27799967888592114,Sanctum 2,0.2579087890162657,Risk of Rain,0.19307247906520572,Orcs Must Die! 2,0.16917694591862936,Garry's Mod,0.07988390793303782,Terraria,0.06073757846174352,Counter-Strike Global Offensive,0.05503594369164744,Counter-Strike Source,0.04541419323458024
Act of Aggression,Sid Meier's Civilization V,0.10592581479303925,X-Tension,0.0,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0
AdVenture Capitalist,Clicker Heroes,0.34150603356786424,Time Clickers,0.23605783965467678,Counter-Strike Global Offensive,0.19273480734397344,Waveform,0.1882299135088241,Robocraft,0.18809763518486874,Garry's Mod,0.18801241525812154,Unturned,0.17206925744158785,Terraria,0.16922389319748085,Team Fortress 2,0.16651384060815927,Escape,0.15850723982331422
Adventures of Shuggy,Rush Bros,0.4612343110864313,Woodle Tree Adventures,0.395901090098222,Avencast,0.3735371735418446,SUPER DISTRO,0.36382524129375143,Frozen Hearth,0.3603585548533396,Ionball 2  Ionstorm,0.3351120023231543,Space Hack,0.3321686037217374,Anoxemia,0.3305563215809875,Wickland,0.327134692938897,Orborun,0.3087515452451005
Aerena,Team Fortress 2,0.05839246324344079,Dota 2,0.025422919107035202,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0
Afterfall InSanity Extended Edition,Ionball 2  Ionstorm,0.48756408221896363,Chaos Domain,0.4808593615925126,Gun Monkeys,0.47344193793504097,Super Killer Hornet Resurrection,0.45351339764053217,Shadows on the Vatican - Act I Greed,0.4394498218657728,Really Big Sky,0.4363336188174535,Realms of the Haunting,0.4203852801951699,Avencast,0.4140047212169325,The Culling Of The Cows,0.4084586824034503,Crash Time II,0.40627675615677644
Aftermath,Infestation Survivor Stories,0.22442676471179235,sZone-Online,0.20528080504220358,Trove,0.18077900654360865,Survarium,0.17969833673025387,Unturned,0.17549714959617746,No More Room in Hell,0.15772164882191975,Counter-Strike Nexon Zombies,0.15301099538742247,WARMODE,0.14908804403597944,Nether,0.14816204011142375,America's Army Proving Grounds,0.13778204061279647
Agarest Generations of War,Grotesque Tactics 2 - Dungeons and Donuts,0.5556578877781114,Grotesque Tactics Evil Heroes,0.39744999228725975,Space Pirates and Zombies,0.3826334149289891,Shadowrun Dragonfall,0.2743208517217188,Shadowrun Returns,0.25752491130042326,Orcs Must Die!,0.24872808214724543,Kingdoms of Amalur Reckoning,0.22477261055116388,Dust An Elysian Tail,0.21900145487158584,Defense Grid The Awakening,0.21541054229050982,Hammerwatch,0.21330593892626495
Age of Chivalry,Eternal Silence,0.2502339102240223,Zombie Panic Source,0.24706129806623045,Insurgency Modern Infantry Combat,0.2160444336078498,D.I.P.R.I.P. Warm Up,0.2059167039735209,War of the Roses Balance Beta,0.20025569838256743,Rising Storm/Red Orchestra 2 Multiplayer,0.19874577215127037,Aquaria,0.19762174119881576,Smashball,0.1966936843870823,Chivalry Medieval Warfare,0.1925658830758398,Alien Swarm,0.18755817678462075
Age of Conan Unchained - EU version,The Lord of the Rings Online,0.29556209738191375,Ascend Hand of Kul,0.28030083648694726,Panzar,0.24908148780644476,RIFT,0.13758901390257414,Tom Clancy's Ghost Recon Phantoms - EU,0.12207752644422395,Neverwinter,0.11495351639373345,Marvel Heroes 2015,0.10594110425120445,Dragons and Titans,0.09557211618104172,ArcheAge,0.08269013018626276,Dungeons & Dragons Online,0.05949507205946468
Age of Empires II HD Edition,Age of Empires II HD The Forgotten,0.6237886079564595,Age of Empires III Complete Collection,0.2569199494868257,Age of Mythology Extended Edition,0.2178816186179585,Sanctum 2,0.21282270662750175,The Elder Scrolls V Skyrim,0.21181410144805393,Patch testing for Chivalry,0.20660089355267405,Orcs Must Die! 2,0.20548667992939723,Beat Hazard,0.2025210432735147,Sins of a Solar Empire Rebellion,0.19690103455005561,Stronghold Crusader Extreme HD,0.1959664949752894
Age of Empires II HD The Forgotten,Age of Empires II HD Edition,0.6237886079564595,Age of Empires III Complete Collection,0.2741076443920287,Age of Mythology Extended Edition,0.2654486600538507,The Incredible Adventures of Van Helsing Thaumaturge,0.22241537499421313,Serious Sam Double D XXL,0.22171381500671145,Serious Sam The Random Encounter,0.21873165950517506,Tropico 4,0.2141463588144591,Monaco,0.20410473668962184,The Incredible Adventures of Van Helsing,0.20407424381469239,COH2 - The Western Front Armies Oberkommando West,0.20402970888857877
Age of Empires III Complete Collection,Age of Empires II HD The Forgotten,0.2741076443920287,Age of Empires II HD Edition,0.2569199494868257,Mount & Blade With Fire and Sword,0.22215462911377026,Grand Theft Auto III,0.21255860583231048,Company of Heroes Tales of Valor,0.20844049179939647,Assassin's Creed III,0.2013456569740695,Medieval II Total War,0.19926530232886647,Company of Heroes (New Steam Version),0.19639903940266348,Tropico 4,0.19214722286491884,Total War ROME II - Emperor Edition,0.18863429750379804
Age of Empires Online,World of Battles,0.2620917022370964,Bullet Run,0.2620917022370964,HOMEFRONT Demo,0.2620917022370964,Brawl Busters,0.2620917022370964,Dungeon Fighter Online,0.2620917022370964,Arcane Saga Online,0.2537691994858569,Pandora Saga Weapons of Balance,0.2537691994858569,Orcs Must Die!,0.23447274567767973,Anno 2070,0.2226724500929323,Moon Breakers,0.22099654909518374
Age of Mythology Extended Edition,Age of Empires II HD The Forgotten,0.2654486600538507,Fable Anniversary,0.2463024356407904,Earth 2150 Trilogy,0.24016888653982962,STAR WARS Knights of the Old Republic II The Sith Lords,0.233877814524452,Age of Empires II HD Edition,0.2178816186179585,King Arthur II - The Role-playing Wargame,0.19464483023541698,Shadowrun Dragonfall - Director's Cut,0.18483884334692863,Grey Goo,0.1832545125480497,Company of Heroes Tales of Valor,0.1808358229726672,The Elder Scrolls IV Oblivion ,0.17134350960545092
Age of Wonders,Age of Wonders Shadow Magic,0.4015910190042858,Dungeon Defenders,0.17533941740040987,Killing Floor Mod Defence Alliance 2,0.1127510231450129,Magicka,0.08587269183400119,Killing Floor,0.05772668198860743,Borderlands 2,0.056914001266832395,the static speaks my name,0.0,sZone-Online,0.0,resident evil 4 / biohazard 4,0.0,realMyst,0.0
Age of Wonders 2,Magicka,0.11262001260550228,Sid Meier's Civilization V Brave New World,0.108051242434304,Sid Meier's Civilization V,0.07979862790463871,Borderlands 2,0.07917680382815723,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0
Age of Wonders III,Shadowrun Dragonfall,0.36290489730030545,Warlock - Master of the Arcane,0.3535175706508686,Endless Legend,0.35041608061122653,Might & Magic Heroes VI,0.338637263164854,Shadowrun Returns,0.312972017286016,Endless Space,0.2977112755855433,XCOM Enemy Unknown,0.2938166046097846,Fallen Enchantress Legendary Heroes,0.2915864176872192,King's Bounty Crossworlds,0.29040020503735103,Dungeon of the Endless,0.2885359263413952
Age of Wonders Shadow Magic,Age of Wonders,0.4015910190042858,Endless Legend,0.34144189642099876,Endless Space,0.3048105142739393,Company of Heroes,0.14913433268938678,Dungeon Defenders,0.1333070052027256,Sid Meier's Civilization V Brave New World,0.11672157944762035,Sid Meier's Civilization V,0.11290404287659431,Torchlight II,0.09663970657550795,Magicka,0.08730024079147229,Trine,0.08593094497418549
Agricultural Simulator Historical Farming,Bridge Project,0.38874570961067123,Trainz Simulator 12,0.3653556610187778,Euro Truck Simulator,0.29528855994751857,Monaco,0.15454441104294953,The Lord of the Rings War in the North,0.11323017204970548,F.E.A.R. 3,0.10005282614863992,F.E.A.R. 2 Project Origin,0.0923245137923945,Scribblenauts Unlimited,0.08182661213990988,Batman Arkham Asylum GOTY Edition,0.08110824368234978,Sid Meier's Civilization V,0.07960898118096624
Aion,Firefall,0.1627421413791119,"Warhammer 40,000 Dawn of War II",0.11613520546298972,Defiance,0.10754116630070162,Warface,0.09253844813942194,Magicka Frozen Lake,0.08606093554629292,Magicka The Watchtower,0.08542579081008345,Magicka Final Frontier,0.08419657865596554,Magicka Nippon,0.08188938402767028,Magicka Party Robes,0.08134162280291792,ArcheAge,0.07881886151377702
Air Conflicts Pacific Carriers,Thunder Wolves,0.3863750296405105,RAW - Realms of Ancient War,0.2555841268812912,Cities XL Platinum,0.24921587941359563,Confrontation,0.22846154584383366,Galaxy on Fire 2 Full HD,0.22524289956266633,The Guild II,0.20805269512885133,Sacred 2 Gold,0.2061427698270636,Leviathan Warships,0.18414956204213234,Anomaly Warzone Earth,0.17022604369280173,Warlock - Master of the Arcane Powerful Lords,0.164791589565707
AirBuccaneers,Fearless Fantasy,0.6212975600786017,Skyborn,0.32569971973367584,Painkiller Hell & Damnation,0.3212339844432784,Beatbuddy Tale of the Guardians,0.2837352360809904,Shank 2,0.28309748712805144,Saira,0.2796680517403684,Borderlands 2 Headhunter 3 Mercenary Day,0.2660033616844256,Hard Reset Exile DLC,0.260853201835772,Deadlight Original Soundtrack,0.2564845258998741,Borderlands 2 Headhunter 2 Wattle Gobbler,0.25301966610192217
AirMech,Magicka Wizard Wars,0.21852450206248242,Dragon's Prophet,0.2117373753781315,Robocraft,0.20758828263184834,The Mighty Quest For Epic Loot,0.1990477207463518,Infinity Wars - Animated Trading Card Game,0.19611852750568906,HAWKEN,0.18406140434032056,Tribes Ascend,0.17624739088957744,March of War,0.1693938905713147,Loadout,0.1512914890413864,METAL SLUG DEFENSE,0.14912251779879845
Airline Tycoon 2,Rome Total War,0.12407726604691621,Patch testing for Chivalry,0.09192500083570161,Chivalry Medieval Warfare,0.08549801634717935,A Valley Without Wind 2,0.0,ARK Survival Evolved,0.0,Ys Origin,0.0,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),0.0,theHunter,0.0,the static speaks my name,0.0,sZone-Online,0.0
Alan Wake,Alan Wake's American Nightmare,0.7059250171799115,Batman Arkham Asylum GOTY Edition,0.37599670353425296,Tomb Raider,0.3452056834583387,The Witcher 2 Assassins of Kings Enhanced Edition,0.3221237507436192,Metro 2033,0.31980828084504853,Deus Ex Human Revolution,0.31900274648618004,Hector Ep 3,0.3149979344185547,Darksiders,0.3149866060406944,The Walking Dead,0.3121551073070137,BioShock Infinite,0.30879053569487147
Alan Wake's American Nightmare,Alan Wake,0.7059250171799115,Back to the Future Ep 5 - OUTATIME,0.37200616315136775,Back to the Future Ep 4 - Double Visions,0.3713868652908213,Back to the Future Ep 3 - Citizen Brown,0.3641644335904592,Batman Arkham Asylum GOTY Edition,0.36198120665679967,Back to the Future Ep 2 - Get Tannen!,0.36004739549279136,Back to the Future Ep 1 - It's About Time,0.35076722016636164,Osmos,0.341555499383732,Sam & Max 305 The City that Dares not Sleep,0.3281541417731279,Sam & Max 303 They Stole Max's Brain!,0.3275574819450874
Alchemy Mysteries Prague Legends,Sinister City,0.6156114783870201,Awesomenauts,0.16978902348227393,The Witcher 2 Assassins of Kings Enhanced Edition,0.15320303906911542,Trine 2,0.12940309097460537,Magicka,0.11786241853379414,Terraria,0.1099316130757208,Amnesia The Dark Descent,0.10697034577196522,Saints Row The Third,0.09092869346168438,The Elder Scrolls V Skyrim,0.07627744407640213,Left 4 Dead 2,0.07609136995512507
Alice Madness Returns,Nihilumbra,0.2880191058148649,Brtal Legend,0.24368791260432943,Ghostbusters The Video Game,0.2408951041934859,Tales of Monkey Island Chapter 3 - Lair of the Leviathan ,0.2370550797625096,Brothers - A Tale of Two Sons,0.229725053073566,Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay ,0.22904249232369658,METAL GEAR RISING REVENGEANCE,0.22579823056066206,THE KING OF FIGHTERS XIII STEAM EDITION,0.22575562839381072,Trine 2,0.22333990876560125,Defender's Quest Valley of the Forgotten,0.22105695535539877
Alien Breed 2 Assault,Alien Breed 3 Descent,0.7564918816285073,Alien Breed Impact,0.6817250933062257,Worms Crazy Golf,0.342461392861262,Superfrog HD,0.3309722764102133,Worms Blast,0.2953806935288518,Worms Pinball,0.2953806935288518,Betrayer,0.29483307165694306,Machinarium,0.29078868819910236,The Ball,0.290765322317567,War of the Roses Balance Beta,0.2880573031472149
